Hex Representation, Visits, Green Win Rate
0d02090000000008300000014000000201, 0, 0
0d01120000000100308000000000800102, 0, 0
0d0a000000000000302000004021100001, 4, 0.75
0d02090000000008300000004000040201, 3, 1
0d02090000000008300000004000140200, 2, 0
0d010220040004000010c0000000200002, 1, 0
0d01020800203020000010000040000100, 0, 0
0d02210000000c08002000004000100001, 0, 0
0d0a000000000050c52800000000000000, 4, 0.75
0d02000440001010002030280000000000, 2, 0.5
0d0a800000000010c50000000000000201, 0, 0
0d01000000003020000010000042800102, 1, 0
0d011200040000200090c2000000000000, 0, 0
0d02004000400040302800000000000201, 0, 0
0d12010500000000302000000080000200, 0, 0
0d02000000400110302800000000000201, 1, 0
0d010200000000a0300400050000000002, 0, 0
0d01020000000000308002040040000102, 11, 0.36363637
0d810000000000a0300000000510000002, 21, 0.5714286
0d02001040010010302800000000000800, 12, 0.41666666
0d00090000000010302000004080040200, 30, 0.6333333
0d00002000200020301100000040000102, 1, 0
0d01020014000020309002000000000000, 1, 0
0d0a800000000050310004000000000200, 5, 0.6
0d010200000000a1300400040000000002, 13, 0.6923077
0d02010000400010302801000000000200, 3, 0.6666667
0d02000000400050302801000000000200, 0, 0
0d011008010000a4300000000000000002, 12, 0.5
0d00020800000021300400000000200500, 23, 0.5217391
0d02000510000000300000000880000201, 3, 0
0d01020880000000300000001000010102, 6, 0.5
0d01020880000000300000001040000102, 5, 0.6
0d01520010000000300000008000200002, 1, 1
0d00002000090020301400000000000102, 0, 0
0d01028001600000301000000000000002, 0, 0
0d01020000000020300400040009800000, 0, 0
0d00088001400050302000000000000200, 1, 0
0d800000000000a0300004000140000102, 6, 0.6666667
0d800000000000a0301004000140000002, 14, 0.71428573
0d08000000000010302800010001000201, 2, 0.5
0d02010000000050300004200080000200, 1, 0
0d050200000000a0300000000000010102, 49, 0.6122449
0d005000000000a0308000000000000502, 28, 0.5
0d01120001000024300000000002800000, 19, 0.68421054
0d00002000020020301000100100000102, 1, 0
0d4201000000004a300001000000000200, 31, 0.5483871
0d00080002000000302000010001100201, 1, 0
0d02010410000000302000000000020801, 3, 0.33333334
0d0201000000004a300005000000000200, 7, 0.42857143
0d01020800200000301100040000000002, 1, 0
0d02210100010010302000000020000000, 2, 0
0d02200500010010302000000020000000, 3, 0
0d0a000000000010300000000001104a00, 10, 0.5
0d02080000000010300000000001040a01, 5, 0.6
0d00000500010008302000000000000a01, 6, 0.16666667
0d00000000400140302000200080000201, 2, 0
0d0a010000000000302800001000040001, 1, 0
0d12010000000000302000000000120801, 0, 0
0d52010000000000302000000000120800, 6, 0.33333334
0d01020001000080321000000000000402, 12, 0.33333334
0d02080000000000300000040081100201, 5, 0.6
0d00000000010021309000000000200102, 3, 0.33333334
0d00022000000000301001000140200002, 11, 0.54545456
0d00410400000000302800000000000a01, 3, 0.6666667
0d020104000140003000000000a0000200, 4, 0.5
0d000000000040a1308400000000000102, 5, 0.2
0d02280000000010300000010001000201, 9, 0.7777778
0d02000000000000300000200009500201, 10, 0.6
0d02090402040010302000000000000000, 8, 0.625
0d10520000000020308002000000000100, 4, 0.25
0d00020000000000301001000040280102, 6, 0.5
0d00000000010021300400000002200102, 3, 0
0d014001008000a0300000000000000102, 6, 0.6666667
0d010200000000a0300002000040011000, 13, 0.46153846
0d00020000000000301000400100280102, 5, 0.2
0d00008000240021300400000000000102, 6, 0.33333334
0d2a000000000010300000040001100200, 1, 0
0d2a000000000010300000040001000201, 2, 0
0d00008000210020301400000000000102, 1, 0
0d0112000000010030100000000000a002, 1, 0
0d0102000100010030100000000000a002, 7, 0.5714286
0d02010000000040302005200008000000, 17, 0.64705884
0d02010000000018312001200000000000, 3, 0
0d80022000000020300000001040010100, 4, 0.25
0d00000000400118302000200000000201, 2, 0
0d00120001000100301000000000808002, 3, 0
0d00099400010000302000000000000200, 2, 0
0d02000000000010302000800021500000, 17, 0.64705884
0d01000000000020300000000102210102, 0, 0
0d000000008000a0300000000140010102, 0, 0
0d02a00000400110300000000000000201, 1, 0
0d00010000400010302001200008000200, 1, 0
0d0050000100002030100000000000a002, 5, 0.2
0d02000000100002302800000001100001, 25, 0.6
0d02200002400140302000000000000001, 13, 0.53846157
0d02010000000000300000001080060201, 4, 0.5
0d02000000000000302800090001100001, 5, 0.4
0d000200000000a5301400000000200000, 11, 0.45454547
0d00020800000024300000000140200100, 8, 0.125
0d02010000000000300800084000140200, 2, 0
0d00210002000010312001000000000200, 0, 0
0d00210002400040302001000000000200, 3, 0
0d01020000000080300002000100010102, 1, 1
0d00020000000021301400040002200000, 5, 0.6
0d12010500000000300000000000020a00, 6, 0.5
0d02000000000008302000010021100001, 1, 0
0d02000000000018302000010021000001, 5, 0.8
0d81000000000020300400050000008002, 10, 0.5
0d02080000000000302000201000140001, 4, 0.25
0d00000000400148302000000020000201, 14, 0.42857143
0d00001000000000302000200080140201, 7, 0.2857143
0d0a010000110010302800000000000000, 13, 0.53846157
0d005200010000a0301000000000200000, 1, 0
0d014200010000a0301000000000200000, 0, 0
0d015200010000a0300000000000200000, 0, 0
0d01020800000084301000040000000002, 1, 0
0d84000200000020301500000000000002, 8, 0.5
0d01002004020024301000000000000002, 8, 0.5
0d00020000000020301004000448800000, 5, 0.4
0d28010000000010312004000000000200, 0, 0
0d0002000000402030140000000000a100, 2, 0.5
0d05002000020020300000000440000002, 17, 0.47058824
0d05002000020020300000000400000102, 1, 0
0d00020000a00000301500000010000002, 14, 0.42857143
0d00020800203020001000000440000100, 4, 0.75
0d0a000000000050c42800000000000001, 0, 0
0d02210000000c00000040004020000201, 1, 0
0d02090050000000300000000080000201, 1, 0
0d0a000000100010300000004020000201, 15, 0.73333335
0d00000000000110312800000000000a01, 0, 0
0d01020004000020301000100002200000, 6, 0.6666667
0d01120004000020300000000000280400, 9, 0.33333334
0d02000000000c10002800004000100201, 1, 0
0d02010400001010002830000000000200, 1, 0
0d02010000000010c52000000080000200, 0, 0
0d000208000000204c0500000000000102, 20, 0.75
0da1040000000020300000000400000102, 7, 0.5714286
0d02010440000000302000000000402800, 7, 0.2857143
0d0a080000400110300000000000000201, 1, 0
0d01020000000000300400050000808002, 1, 0
0d02088000000150300000000000000201, 3, 1
0da0520010000020300000000000000100, 7, 0.5714286
0d00000000000000302000210009100201, 3, 0.6666667
0d01022000020000300400050000000002, 1, 0
0d01000000000020308002001040000102, 0, 0
0d02080002000050300005000000000200, 0, 0
0d02080002000050310001000000000200, 2, 0
0d80120205000020301000000000000000, 10, 0.6
0d02004000400040300000800020000201, 9, 0.5555556
0d00020000000080301004000140200002, 2, 0
0d00200000000150302000000080000201, 0, 0
0d010200000000a0300000001000210100, 3, 0.6666667
0d00210510000000302800000000000200, 1, 0
0d02210400000011300800000000000200, 0, 0
0d01020800000020301000040001200000, 3, 0.6666667
0d01120801400080300000000000000002, 3, 0.33333334
0d01020800000020300400040004200000, 5, 0.4
0d81000200000020300000000400010102, 3, 0.33333334
0d00020000a00000301500040000000002, 4, 0.25
0d02080400000050302001000080000000, 22, 0.6363636
0d01120000000020308000000000210100, 1, 0
0d01020000000020308000000040240100, 0, 0
0d00600500000008302000000000000201, 5, 0.4
0d0a010000010011300800000000000200, 0, 0
0d00610500000008302000000000000200, 0, 0
0d01000800200024300000000400000102, 21, 0.5714286
0d02010100080018306000000000000000, 2, 0
0d00080000000050306800000000400200, 22, 0.4090909
0d02001000400040300800000000000a01, 8, 0.125
0d02010100000000306000200080000001, 37, 0.45945945
0d01520000000020308000100000200000, 23, 0.47826087
0d00090400010000306000000000000a00, 11, 0.27272728
0d02001000000050302001200020000000, 20, 0.45
0d0a200000000050302000000004000001, 2, 0
0d00122800000000300000000000001502, 14, 0.42857143
0d000200002000a5301000000040000000, 12, 0.33333334
0d000200002000a5300000000040000100, 42, 0.6904762
0d40010400000000306800200000000200, 8, 0.125
0d12010000000008302800000000100001, 5, 0.2
0d08200400000000306000000000004201, 21, 0.33333334
0d00042000000020301000400010200002, 4, 0.25
0d05020000040000308000000000200102, 10, 0.6
0d00120000200000301000100000200402, 43, 0.5813953
0d08010400000000306000000080004200, 25, 0.4
0d04060800000024300000000000008100, 13, 0.3846154
0d08010000000000306000000080005200, 16, 0.6875
0d02010000040010302800000020400000, 11, 0.6363636
0d01020000a00004300000100000000402, 21, 0.47619048
0d00060001000020301000000000088400, 21, 0.6666667
0d04420000000020300400000002800100, 20, 0.55
0d01022000000020301000000004200400, 5, 0.4
0d01020000000020308000100000201400, 23, 0.65217394
0d00160800000020301000000010200000, 13, 0.30769232
0d02000000000000306800000000005801, 5, 0.4
0d18010000100000302800000000000201, 5, 0.6
0d42200000400010300000200000000201, 5, 0.2
0d01020001000080309000000010000002, 13, 0.46153846
0d420040000000103000000000a0000201, 6, 0.16666667
0d00001000000010302000000084400a00, 15, 0.53333336
0d00040000000020301000000100208102, 16, 0.5625
0d020100000000003040000000a0404200, 39, 0.64102566
0d00010000000000306000000080005a00, 13, 0.46153846
0d1a200000100010302000000000000001, 13, 0.46153846
0d00120000000020308000100000000502, 68, 0.5735294
0d42204000000010302000000000000201, 8, 0.375
0d02011000000040302800000000400200, 57, 0.5614035
0d02010400000000306000000080004200, 38, 0.5263158
0d02210002000010302000400000004000, 15, 0.46666667
0d02001000000010300000000084420200, 8, 0.25
0d80420000000004301000000000800102, 30, 0.6
0d02210000000010302000400000004200, 10, 0.7
0d04020000040024300000000000200102, 8, 0.375
0d040200000000a0300000100000000502, 42, 0.5
0d00020800000024301400000000200400, 34, 0.5
0d100200008000a0301000000000000500, 13, 0.46153846
0d14420000200020301000000000200000, 4, 0.5
0d01022000000080300000140004000002, 16, 0.5625
0d01022000000080300000040004000102, 7, 0.42857143
0d00090000000000302000600100000201, 12, 0.5
0d00090000000000306000600100000200, 17, 0.64705884
0d14020100200000301000000000800002, 1, 0
0d12000000000018300000000020100201, 27, 0.6296296
0d08000400040010302000000000000a01, 22, 0.54545456
0d81020000000024301000400000008000, 24, 0.375
0d02001000014010302000000000020800, 8, 0.75
0d02000000000000304005280000000201, 7, 0.2857143
0d81000200000020301004000010000002, 3, 0
0d00020001000120301000000000088100, 21, 0.71428573
0d10420800000020301000000000800100, 9, 0.33333334
0d02001000050000302800000000000801, 3, 0.33333334
0d80020000000020301000000400010402, 2, 0
0d00020000000025308100000000000102, 16, 0.5
0d02000000500008310000000000000a01, 8, 0.375
0d52000000000018300000000080100200, 30, 0.6
0d12000000000018300000000080100201, 13, 0.30769232
0d00000000040025300000000000a00102, 20, 0.45
0d02000000000010302800200000045000, 2, 0
0d14000880000020301000000040000002, 16, 0.375
0d01000880040020300000000040000102, 26, 0.5769231
0d42200000000010304001200000000200, 15, 0.4
0d1a810000000010300000000000004200, 39, 0.5897436
0d041600008000a0300000000000000100, 9, 0.44444445
0d00000400000050302001000020000a00, 15, 0.4
0d02010000000000300000000080425200, 1, 0
0d11060a00000000300000000000000102, 1, 0
0d11060000000000301000000000088002, 0, 0
0d02014000100000306000280000000000, 0, 0
0d14060000000000308000800000000102, 2, 0.5
0d11060000000000308000800000000102, 0, 0
0d02000000100000306000000220400001, 7, 0.42857143
0d00084002100010306000000000000200, 2, 0
0d4201000004000a300000000000000201, 2, 0.5
0d04064000a00000300000000000000102, 4, 0.5
0d010200000000a0300000400000200500, 2, 0
0d00000800000024300000100004200102, 2, 0
0d02010400000000302800000080404000, 5, 0.6
0d02210000100010302000400080000000, 2, 0.5
0d01020800000024300000100004200000, 1, 0
0d02200000100010306000400080000000, 2, 0
0d00200000100000306000000020100201, 5, 0.6
0d02080400100010306000000080000000, 15, 0.33333334
0d00000000000020300000000010290502, 5, 0.4
0d040600018000a0300000000000000100, 3, 0.33333334
0d00010400100000306800000020000200, 9, 0.6666667
0d42001000010010300000000880000200, 1, 0
0d02290000000000302000000000444000, 2, 0.5
0d00100000000020301100000000280102, 29, 0.6896552
0d02210002010010300000000000100200, 5, 0
0d041000000000a0300402000000000102, 18, 0.3888889
0d01020000000001301000000040280002, 10, 0.2
0d01020000000000300400040040808002, 17, 0.3529412
0d02010000010018302000200000100000, 20, 0.45
0d00120000000080301000040000800102, 25, 0.52
0d81020804000020301000000040000000, 16, 0.4375
0d02010400000010302800004000000800, 11, 0.27272728
0d02010100000010302000000080100800, 27, 0.5925926
0d01020000000020300400000400280100, 28, 0.75
0d00000400000010302800000080040201, 45, 0.62222224
0d00000801000020301000000040800102, 16, 0.5625
0d00100800000020301000000140800002, 25, 0.6
0d01022001000020301000000040200000, 29, 0.62068963
0d81020200000021301000000040000000, 32, 0.625
0d010000040000a0301000000040800002, 7, 0.14285715
0d01422000020020301000000040000000, 14, 0.2857143
0d2a010100000040302000000000000001, 15, 0.33333334
0d0a090040000010300000000000100200, 10, 0.2
0d01020800000020300000100140200000, 10, 0.3
0d00520000000080300000000010200102, 27, 0.6666667
0d01000004000020301000000042200002, 15, 0.46666667
0d00081400000040302000000000000a01, 19, 0.31578946
0d02010040000040302000000280000001, 23, 0.5217391
0d00020000200080301500000040000002, 4, 0
0d00280400000010302000004000000201, 3, 0
0d00520000000020300400000000208100, 59, 0.6101695
0d01020000200080301000040040000002, 18, 0.33333334
0d01120a01000020300400000000000000, 28, 0.53571427
0d02a10000010040302000000000000001, 25, 0.52
0d02200402000040300001000000000201, 18, 0.3888889
0d02280400010010302000000000100000, 33, 0.57575756
0d02010000000018302801000000100000, 20, 0.4
0d00010000000040302000280000040201, 23, 0.5217391
0d00100000000020301000000000098102, 34, 0.61764705
0d005020000000a0301000000040000002, 7, 0.14285715
0d00120800000020301000040000008100, 17, 0.4117647
0d02010000000048300000000080040201, 14, 0.42857143
0d01120004000020300400000000280000, 15, 0.53333336
0d01020004000020301000000042200000, 16, 0.5625
0d02000000000040310004280000000201, 2, 0
0d01020014000020301000000002800000, 1, 0
0d0201000000015a300000000000000200, 2, 0
0d01120014000020300000000002800000, 2, 0.5
0d01000880000020300400000400000102, 12, 0.33333334
0d02000440001010002030000220000000, 16, 0.625
0d02000000000010c50000280000000201, 1, 0
0d81000200003020000010000040000102, 3, 0.33333334
0d02000000000050c10000280000000201, 3, 0.6666667
0d00080002000c00002040004000100201, 3, 0.33333334
0d01022000000020300100000000200500, 15, 0.53333336
0d00060000000080301000000440008002, 13, 0.46153846
0d02010000000c10002040204080000000, 8, 0.5
0d02010000000c10000840000000100a00, 5, 0.4
0d010220000000200c0500000000200100, 5, 0.4
0d010008000000204c0500000000800002, 8, 0.5
0d00200000000040c52000000020000201, 4, 0.5
0d02090000000100312000000080000001, 9, 0.44444445
0d0a000410000010300800000000000201, 11, 0.54545456
0d00022000004020300500000000200100, 7, 0.71428573
0d02000000000010300800005000100a00, 1, 0
0d001008040004200010c0000000008002, 4, 0.75
0d0a010000000c10002040004080000000, 5, 0.4
0d001008000004200010c0000000008102, 7, 0.5714286
0d00210000000040c12000200000000201, 2, 0
0d01020000000020309000000400210000, 19, 0.57894737
0d81020000000080301004000400000002, 10, 0.6
0d81020000000080301004000040000002, 5, 0.4
0d01020000000020308500010000200000, 9, 0.5555556
0d02010000000140312000200080000000, 5, 0.4
0d02080000000010302000014080100000, 8, 0.5
0d02000410000010300800000000000a01, 4, 0.25
0d00200040004010302000000020000201, 9, 0.6666667
0d02000040000050300a00000000000201, 16, 0.5
0d02000000000010302000004881100000, 10, 0.5
0d01020000000020301000008500200000, 8, 0.25
0d00000000000024300500000000808102, 7, 0.2857143
0d00020004000100301000000000280102, 11, 0.54545456
0d01020800020020301000001040000000, 7, 0.2857143
0d00120004000100301000000000280002, 10, 0.5
0d01020a00000000300004000440000002, 13, 0.53846157
0d00000881000020301000000040000102, 21, 0.42857143
0d81020200004000300500000000000002, 2, 0
0d02080052000010302000000000000001, 7, 0.5714286
0d02010000000040c10000000000020a01, 2, 0
0d001200000004200090c2000000000100, 3, 0.33333334
0d010200000000004c0100000000088102, 8, 0.625
0d40210008000040302000000000100200, 22, 0.3181818
0d001220000000a0301000100010000000, 63, 0.5714286
0d01000800000020308400400000000102, 10, 0.3
0d02000400100000304800000020000201, 9, 0.22222222
0d00200000000040302000200000404201, 13, 0.3846154
0d01060800000000308400000000000402, 44, 0.5
0d42010000000048300000000080400200, 53, 0.5660377
0d00100000a00020301000140000000002, 15, 0.33333334
0d01420000000000301000000040088002, 20, 0.35
0d00001000010040302000000220000201, 21, 0.42857143
0d00108000200020301000140000000002, 16, 0.4375
0d801200000000a0300000100040000100, 64, 0.59375
0d81020800000000300400400000000102, 13, 0.53846157
0d10210400000000302000000020000201, 1, 0
0d01022000000020300000000040211000, 10, 0.6
0d80020000000080300000400140000102, 5, 0.8
0d80124001000080301000000000000002, 1, 0
0d02010000000000302000200080041001, 1, 0
0d02090000000050302000400080000000, 11, 0.72727275
0d00022000000020301400040004200000, 1, 0
0d02200510000008300000000000000201, 12, 0.5
0d02210110000008300000000000000201, 2, 0.5
0d01002000000020301400010000200002, 1, 0
0d000200000000a0300004000140008100, 2, 0.5
0d80020000000000300000100140800102, 9, 0.22222222
0d42000400010010300000000000002a00, 19, 0.6315789
0d80022000000000301001000140000002, 8, 0.375
0d01400100000020300000000000808102, 5, 0.4
0d01120000400000301000000000808002, 3, 0.33333334
0d02000000000058302001200100000000, 2, 0
0d80022000000020300000000040011100, 7, 0.42857143
0d00004000400048302000200000000201, 5, 0.2
0d01000000000024301000040000208002, 9, 0.6666667
0d010620000000a0300000000400000100, 18, 0.6666667
0d00020000200020301100000000200500, 9, 0.7777778
0d02010440000000300800000020400200, 5, 0.2
0d00000a00000020301400000000001402, 4, 0.25
0d12010000000050302000000080020000, 8, 0.5
0d02004400100010300800080000000200, 9, 0.44444445
0d02001000000000302800000081100001, 2, 0.5
0d00200000000040302001000080004201, 2, 0
0d00200000000050302000000000044a00, 5, 0.2
0d00122000000085301000000000000002, 11, 0.45454547
0d00000400000000302000000221400201, 13, 0.61538464
0d15020000000020308402000000000000, 2, 0
0d12010000000050302000280000000000, 1, 0
0d0a800000000000304000400000100201, 33, 0.72727275
0d02080000100008304000000000100201, 6, 0.5
0d80000000000020308400000010000502, 14, 0.5714286
0d4a000000000058302001000000000000, 9, 0.33333334
0d00020000000000309400010000200102, 1, 0
0d02210000000118310000000000000200, 2, 0.5
0d02000000000040310004200080000201, 19, 0.6315789
0d08000000000000302800014000100201, 0, 0
0d02080400000010300000200004000201, 21, 0.5714286
0d58000000000040302000000000000a01, 23, 0.65217394
0d00020000200020301000100044800000, 9, 0.33333334
0d02200400000010300000200004000201, 11, 0.45454547
0d010200000000a0300000100044800000, 33, 0.6969697
0d0112000400012030000000000000a000, 1, 0
0d00002000080020301000001040000102, 1, 0
0d02000000000010310004200008000201, 0, 0
0d84120000000000300000000010800102, 44, 0.59090906
0d00062000000000300000000040008502, 9, 0.22222222
0d02200000400050304000000080000200, 2, 0.5
0d01062004000020309000000000000000, 3, 0.33333334
0d00002000000020301400140000200002, 5, 0.2
0d10010400000000302000000220000201, 12, 0.5833333
0d00022000040020301400000000200100, 4, 0.5
0d01020000000080300000000040009402, 3, 0.33333334
0d95120000000080300000000000000002, 7, 0.5714286
0d00020000000020309002000410000100, 5, 0.2
0d120104000000003000000000a0000201, 1, 0
0d000600008000a0300000000040000500, 40, 0.525
0d00020800000020301500100000008000, 1, 0
0d050020040000a0300000000000000102, 10, 0.7
0d11100880000020300000000000000102, 6, 0.33333334
0d010600040000a0301000000000200000, 3, 0.33333334
0d02000000000000302800000080504001, 4, 0.25
0d0a000400000000302800000000104001, 16, 0.375
0d04122000000000300000000000008502, 19, 0.2631579
0d85000004000020300000000000800102, 2, 0
0d01124000200000301000000000008002, 2, 0.5
0d48010040000000302000200000000201, 9, 0.7777778
0d80020000040020301400000000200100, 1, 0
0d00020000000080300000000040801502, 2, 0
0d02010000400000304000200020000201, 9, 0.44444445
0d00560000200020300000000000008100, 8, 0.375
0d02001500000018302000000000000800, 3, 0
0d42000000010010300000000080020201, 24, 0.5416667
0d00a00000400040312000000000000201, 6, 0.33333334
0d00200542000010302000000000000200, 3, 0
0d00200400000010302000004020000201, 6, 0.16666667
0d42000400000010302000000880004000, 75, 0.50666666
0d02210000000040300800000000140200, 9, 0.22222222
0d42a00000100000304000000000000201, 33, 0.57575756
0d000600000000a0300002000000010500, 18, 0.44444445
0d04020800020020301000040000000100, 11, 0.27272728
0d000600000000a0301002000000010400, 26, 0.46153846
0d001600000000a0301002000000000400, 69, 0.5797101
0d000100000000003060000000a1000201, 34, 0.61764705
0d12200008000010306000000000000001, 39, 0.53846157
0d000640000000a0321000000000000400, 22, 0.4090909
0d42200400100008300000000000000201, 38, 0.57894737
0d01120800240000300000000000000102, 6, 0.33333334
0d02204400100008300000000000000201, 12, 0.5
0d01120800240004300000000000000002, 8, 0.375
0d00060000000024308002000040000100, 53, 0.509434
0d10022000000000301000000000008502, 32, 0.5625
0d4a000000000010302000200000040001, 48, 0.5833333
0d01022000000024300400000010008000, 36, 0.5
0d04020800020020301000000000010100, 45, 0.51111114
0d40200008100000302000000000100201, 39, 0.53846157
0d00120000000020301000108000200400, 58, 0.4827586
0d010000000000a1301000000000200402, 21, 0.47619048
0d42200000000010306801000000000000, 15, 0.33333334
0d0a010000040018302000000000004000, 6, 0
0d02010000000000306000000000040a01, 12, 0.41666666
0d02080000500010302000000020004000, 20, 0.55
0d02000000000010306000200001400800, 20, 0.55
0d00020a00000020301400100010000000, 13, 0.46153846
0d05020000000000300000000052200002, 38, 0.65789473
0d0a010000010000300000000080004201, 2, 0
0d0a000000100050300000000020004200, 42, 0.54761904
0d05022000000000301000040000008002, 7, 0.2857143
0d80020000000005300000000000800502, 23, 0.47826087
0d00000000200020300000100110008102, 45, 0.62222224
0d04120000000000301000100000088002, 46, 0.54347825
0d02080000000010302001200000400001, 9, 0.44444445
0d05020000200080301000000004000002, 5, 0.4
0d00280000000010306000000004400200, 9, 0.33333334
0d42000000000018304800400000000200, 27, 0.7037037
0d10090000000018306000000000000200, 5, 0.4
0d0a001000040000300000200000004201, 23, 0.5652174
0d04020000200000300000400010008102, 9, 0.33333334
0d00000000100018302000000080001201, 7, 0.71428573
0d00000000200024300000000000201502, 15, 0.6
0d00060000000005301000000000088002, 22, 0.54545456
0d000200000000a4320000000000010500, 13, 0.30769232
0d120100000000003020000000a0400001, 1, 0
0d04020000000080309400100000000002, 51, 0.5294118
0d05020000800080301000000004000002, 13, 0.53846157
0d00a11000000000302000000000005200, 8, 0.25
0d04002000080020300000400010000102, 15, 0.6
0d01024000000020300000000008800500, 8, 0.625
0d05420000000020300000008010200000, 6, 0.16666667
0d044600000000a0308000000000000100, 6, 0.5
0d00200000000000302000000084404201, 1, 0
0d05024800000020301000000000200000, 1, 0
0d140600000000a0300000000000200100, 1, 0
0d01020000000080300000000110200402, 3, 0.33333334
0d01060000000080300000000010200402, 13, 0.46153846
0d04060001200000300000000000200102, 2, 0.5
0d85440000000020300000000000200002, 1, 0
0d42001100000008300000000080000201, 4, 0.5
0d48011000010000302000000080000200, 1, 0
0d42001000080008300000000000100201, 3, 0
0d02000000500010306000000000020800, 4, 0.75
0d02000000500000306000000000020801, 1, 0
0d05024000000000308002000000000102, 1, 0
0d42001000040000300000280000000201, 0, 0
0d00091102000010302000000000000200, 4, 0.5
0d04060001000000308002000000000102, 1, 0
0d010200000000a0300000000110200400, 1, 0
0d00020000000080301000000010210102, 6, 0.5
0d00020000000080300000000010210502, 1, 0
0d02014000100008306000000080000000, 1, 0
0d05004800000020300000000000008102, 0, 0
0d02080000000000300800000000405201, 4, 0.5
0d00080000000000302000000000405a01, 1, 0
0d00020000000004309000000004800102, 3, 0.6666667
0d01022000240004300000100000000002, 1, 0
0d42081000040010300000000020000200, 3, 0.6666667
0d10011000000000302000200000000a01, 1, 0
0d42081102000000300000000000000201, 2, 0
0d02004000000018304000000080000201, 1, 0
0d42201000040010302000000000000800, 1, 0
0d050600010000a0300000000000800000, 3, 0.33333334
0d08000000000010302000000080444200, 1, 0
0d00002000200020300400000010000502, 24, 0.5833333
0d81100000000020300000000010800402, 7, 0.5714286
0d81040000000020300000000010800402, 7, 0.71428573
0d00020880040020301000100000000100, 1, 0
0d040440000000a0321000000000000002, 1, 0
0d42010000100008304000000080000200, 10, 0.4
0d04060001000020301000000002800000, 2, 0
0d00080002100010302000000000404200, 14, 0.5
0d52001000000000302000000000020801, 2, 0.5
0d00002000020020301000400000000502, 6, 0.6666667
0d00020000040004309002100000000002, 1, 0
0d00000800000025301000100000008002, 1, 0
0d0a000000100000306001000080000001, 2, 0.5
0d01000800000024301000000004008002, 2, 0.5
0d01000800000024300000100004008002, 6, 0.6666667
0d80020000000004300400100000200102, 9, 0.44444445
0d01020800040004300000100000008002, 6, 0.6666667
0d010000000000a0300000400000800502, 4, 0.5
0d00000000000000302800000084404201, 16, 0.8125
0d42210000040000302800000000000001, 0, 0
0d52201000000010302800000000000000, 0, 0
0d80022000000024301000100004000000, 1, 0
0d14040000200020308000000000000102, 1, 0
0d00020000000000301000400000808502, 6, 0.5
0d40081000000000302000000020400201, 4, 0.5
0d05004000000020300000000000808102, 1, 0
0d0a090000000000302000000004404000, 1, 0
0d04060000000000301400000000808002, 7, 0.42857143
0d00004001100010302000800020000200, 4, 0.75
0d05008100200020300000000000000102, 9, 0.5555556
0d10410000080008302000000000000201, 8, 0.625
0d02010000000000302000200008015000, 12, 0.5
0d02200000000010314001000080000200, 5, 0.4
0d00020800050024300000000000000102, 6, 0.33333334
0d11020900000020300000000000000102, 3, 0.6666667
0d02010000000000302000000080014201, 3, 0.6666667
0d01020a01000020301000100000000000, 10, 0.6
0d01044000200020300000000000800402, 23, 0.5217391
0d02095000000010302000200000000000, 10, 0.7
0d42090000000000302000200004400000, 7, 0.14285715
0d81162000000004300000000000000002, 16, 0.3125
0d04100000200020308000000010000102, 24, 0.41666666
0d02244000100000302000000000000201, 9, 0.6666667
0d16210000000000302000000000000201, 4, 0.75
0d02011000000014302800000000000200, 3, 0.33333334
0d02000000000010306000400090000200, 1, 0
0d02000000000010300800040024400200, 9, 0.5555556
0d00000800050020301000000000008102, 1, 0
0d0a010000000010306000000180000000, 1, 0
0d50610000000000302000200000000200, 3, 0.6666667
0d02a11000000011302000000000000000, 2, 0.5
0d02210002000010300000400100000200, 2, 0.5
0d00000000000000302800080000015201, 3, 0.33333334
0d01004001200020301000000000800002, 0, 0
0d02010000000000300000200000015a00, 2, 0
0d00022000050020301000000000800100, 1, 0
0d01020000000000308000000000048502, 3, 0.33333334
0d01020000000000308000000000019102, 3, 0
0d01002000000020309000000005000002, 1, 0
0d00020000210024301000000000800100, 5, 0.6
0d00002000000020309000100005000002, 5, 0.6
0d08811000040001302000000000000200, 3, 0.33333334
0d05020100a00000300000000000000102, 5, 0.4
0d11020100a00000300000000000000102, 1, 1
0d02004001100000302000000220000001, 18, 0.6666667
0d05002000000020301000000004008002, 1, 0
0d52080000000008300000000000400201, 19, 0.47368422
0d0a004000100010302000000020004000, 15, 0.4
0d02000000000000300000000880015201, 2, 0
0d010400004000a0321000000000000002, 2, 0
0d00020880050020301000000000000100, 8, 0.5
0d42010000040000302800000000000801, 3, 0.33333334
0d02214000100008304000000000000200, 7, 0.71428573
0d52011000000000300800000000000a00, 4, 0.5
0d40210000040000302000000020000201, 2, 0.5
0d14060000000080301000000000008002, 0, 0
0d00122000000020300000000010200500, 18, 0.3888889
0d00000800200024300000100040000102, 2, 0
0d02010000000000300000200020444200, 3, 0.33333334
0d02080000000010302000000000405200, 0, 0
0d42010000040000302000000000000a01, 1, 0
0d00020800020000301000140001000002, 5, 0.6
0d02a01000010011302000000000000000, 2, 0.5
0d02080002400010312000000000000001, 12, 0.5833333
0d02210000000000302800000000050001, 9, 0.7777778
0d00020800004085301000000000000002, 4, 1
0d00020800004081301000000000000102, 1, 0
0d00020800004084301000000000000102, 2, 0.5
